reference,clauseAtom,Verse,Rare Terms,Clause,SatCount,SATELLITE: ,prepCount,ObjCount,Function,Category,(Preposition) + Objects,preposition,SATELLITE: ,prepCount,ObjCount,Function,Category,(Preposition) + Objects,preposition
"('Ruth', 3, 7)",592120,וַיֹּ֨אכַל בֹּ֤עַז וַיֵּשְׁתְּ֙ וַיִּיטַ֣ב לִבֹּ֔ו וַיָּבֹ֕א לִשְׁכַּ֖ב בִּקְצֵ֣ה הָעֲרֵמָ֑ה וַתָּבֹ֣א בַלָּ֔ט וַתְּגַ֥ל מַרְגְּלֹתָ֖יו וַתִּשְׁכָּֽב׃ ,,וַתִּשְׁכָּֽב׃ ,0,,,,,,,,,,,,,,
"('Ecclesiastes', 4, 11)",593154,גַּ֛ם אִם־יִשְׁכְּב֥וּ שְׁנַ֖יִם וְחַ֣ם לָהֶ֑ם וּלְאֶחָ֖ד אֵ֥יךְ יֵחָֽם׃ ,,גַּ֛ם אִם־יִשְׁכְּב֥וּ שְׁנַ֖יִם ,0,,,,,,,,,,,,,,
"('Leviticus', 26, 6)",528132,וְנָתַתִּ֤י שָׁלֹום֙ בָּאָ֔רֶץ וּשְׁכַבְתֶּ֖ם וְאֵ֣ין מַחֲרִ֑יד וְהִשְׁבַּתִּ֞י חַיָּ֤ה רָעָה֙ מִן־הָאָ֔רֶץ וְחֶ֖רֶב לֹא־תַעֲבֹ֥ר בְּאַרְצְכֶֽם׃ ,,וּשְׁכַבְתֶּ֖ם ,0,,,,,,,,,,,,,,
"('Genesis', 19, 33)",516367,וַתַּשְׁקֶ֧יןָ אֶת־אֲבִיהֶ֛ן יַ֖יִן בַּלַּ֣יְלָה ה֑וּא וַתָּבֹ֤א הַבְּכִירָה֙ וַתִּשְׁכַּ֣ב אֶת־אָבִ֔יהָ וְלֹֽא־יָדַ֥ע בְּשִׁכְבָ֖הּ וּבְקוּׄמָֽהּ׃ ,,בְּשִׁכְבָ֖הּ ,0,,,,,,,,,,,,,,
"('Numbers', 23, 24)",531215,הֶן־עָם֙ כְּלָבִ֣יא יָק֔וּם וְכַאֲרִ֖י יִתְנַשָּׂ֑א לֹ֤א יִשְׁכַּב֙ עַד־יֹ֣אכַל טֶ֔רֶף וְדַם־חֲלָלִ֖ים יִשְׁתֶּֽה׃ ,,לֹ֤א יִשְׁכַּב֙ ,0,,,,,,,,,,,,,,
"('Proverbs', 23, 34)",591125,וְ֭הָיִיתָ כְּשֹׁכֵ֣ב בְּלֶב־יָ֑ם וּ֝כְשֹׁכֵ֗ב בְּרֹ֣אשׁ חִבֵּֽל׃ ,,וְ֭הָיִיתָ כְּשֹׁכֵ֣ב בְּלֶב־יָ֑ם ,0,,,,,,,,,,,,,,
"('Proverbs', 23, 34)",591126,וְ֭הָיִיתָ כְּשֹׁכֵ֣ב בְּלֶב־יָ֑ם וּ֝כְשֹׁכֵ֗ב בְּרֹ֣אשׁ חִבֵּֽל׃ ,"('XBL=====/', '<uncertain>')",וּ֝כְשֹׁכֵ֗ב בְּרֹ֣אשׁ חִבֵּֽל׃ ,0,,,,,,,,,,,,,,
"('Genesis', 19, 35)",516380,וַתַּשְׁקֶ֜יןָ גַּ֣ם בַּלַּ֧יְלָה הַה֛וּא אֶת־אֲבִיהֶ֖ן יָ֑יִן וַתָּ֤קָם הַצְּעִירָה֙ וַתִּשְׁכַּ֣ב עִמֹּ֔ו וְלֹֽא־יָדַ֥ע בְּשִׁכְבָ֖הּ וּבְקֻמָֽהּ׃ ,,בְּשִׁכְבָ֖הּ ,0,,,,,,,,,,,,,,
"('Ruth', 3, 13)",592161,לִ֣ינִי׀ הַלַּ֗יְלָה וְהָיָ֤ה בַבֹּ֨קֶר֙ אִם־יִגְאָלֵ֥ךְ טֹוב֙ יִגְאָ֔ל וְאִם־לֹ֨א יַחְפֹּ֧ץ לְגָֽאֳלֵ֛ךְ וּגְאַלְתִּ֥יךְ אָנֹ֖כִי חַי־יְהוָ֑ה שִׁכְבִ֖י עַד־הַבֹּֽקֶר׃ ,,שִׁכְבִ֖י עַד־הַבֹּֽקֶר׃ ,0,,,,,,,,,,,,,,
"('Deuteronomy', 6, 7)",533317,וְשִׁנַּנְתָּ֣ם לְבָנֶ֔יךָ וְדִבַּרְתָּ֖ בָּ֑ם בְּשִׁבְתְּךָ֤ בְּבֵיתֶ֨ךָ֙ וּבְלֶכְתְּךָ֣ בַדֶּ֔רֶךְ וּֽבְשָׁכְבְּךָ֖ וּבְקוּמֶֽךָ׃ ,,וּֽבְשָׁכְבְּךָ֖ ,0,,,,,,,,,,,,,,
"('Isaiah', 43, 17)",559948,הַמֹּוצִ֥יא רֶֽכֶב־וָס֖וּס חַ֣יִל וְעִזּ֑וּז יַחְדָּ֤ו יִשְׁכְּבוּ֙ בַּל־יָק֔וּמוּ דָּעֲכ֖וּ כַּפִּשְׁתָּ֥ה כָבֽוּ׃ ,,יַחְדָּ֤ו יִשְׁכְּבוּ֙ ,0,,,,,,,,,,,,,,
"('Judges', 5, 27)",539469,בֵּ֣ין רַגְלֶ֔יהָ כָּרַ֥ע נָפַ֖ל שָׁכָ֑ב בֵּ֤ין רַגְלֶ֨יהָ֙ כָּרַ֣ע נָפָ֔ל בַּאֲשֶׁ֣ר כָּרַ֔ע שָׁ֖ם נָפַ֥ל שָׁדֽוּד׃ ,,שָׁכָ֑ב ,0,,,,,,,,,,,,,,
"('Psalms', 41, 9)",580939,דְּֽבַר־בְּ֭לִיַּעַל יָצ֣וּק בֹּ֑ו וַאֲשֶׁ֥ר שָׁ֝כַ֗ב לֹא־יֹוסִ֥יף לָקֽוּם׃ ,,אֲשֶׁ֥ר שָׁ֝כַ֗ב ,0,,,,,,,,,,,,,,
"('Job', 3, 13)",586577,כִּֽי־עַ֭תָּה שָׁכַ֣בְתִּי וְאֶשְׁקֹ֑וט יָ֝שַׁ֗נְתִּי אָ֤ז׀ יָנ֬וּחַֽ לִֽי׃ ,,כִּֽי־עַ֭תָּה שָׁכַ֣בְתִּי ,0,,,,,,,,,,,,,,
"('Isaiah', 14, 8)",557399,גַּם־בְּרֹושִׁ֛ים שָׂמְח֥וּ לְךָ֖ אַרְזֵ֣י לְבָנֹ֑ון מֵאָ֣ז שָׁכַ֔בְתָּ לֹֽא־יַעֲלֶ֥ה הַכֹּרֵ֖ת עָלֵֽינוּ׃ ,,מֵאָ֣ז שָׁכַ֔בְתָּ ,0,,,,,,,,,,,,,,
"('Proverbs', 24, 33)",591233,מְעַ֣ט שֵׁ֭נֹות מְעַ֣ט תְּנוּמֹ֑ות מְעַ֓ט׀ חִבֻּ֖ק יָדַ֣יִם לִשְׁכָּֽב׃ ,,לִשְׁכָּֽב׃ ,0,,,,,,,,,,,,,,
"('Deuteronomy', 11, 19)",533893,וְלִמַּדְתֶּ֥ם אֹתָ֛ם אֶת־בְּנֵיכֶ֖ם לְדַבֵּ֣ר בָּ֑ם בְּשִׁבְתְּךָ֤ בְּבֵיתֶ֨ךָ֙ וּבְלֶכְתְּךָ֣ בַדֶּ֔רֶךְ וּֽבְשָׁכְבְּךָ֖ וּבְקוּמֶֽךָ׃ ,,וּֽבְשָׁכְבְּךָ֖ ,0,,,,,,,,,,,,,,
"('Job', 27, 19)",588173,עָשִׁ֣יר יִ֭שְׁכַּב וְלֹ֣א יֵאָסֵ֑ף עֵינָ֖יו פָּקַ֣ח וְאֵינֶֽנּוּ׃ ,"('<CJR/', 'rich')",עָשִׁ֣יר יִ֭שְׁכַּב ,0,,,,,,,,,,,,,,
"('Psalms', 3, 6)",578974,אֲנִ֥י שָׁכַ֗בְתִּי וָֽאִ֫ישָׁ֥נָה הֱקִיצֹ֑ותִי כִּ֖י יְהוָ֣ה יִסְמְכֵֽנִי׃ ,,אֲנִ֥י שָׁכַ֗בְתִּי ,0,,,,,,,,,,,,,,
"('Proverbs', 6, 9)",589726,עַד־מָתַ֖י עָצֵ֥ל׀ תִּשְׁכָּ֑ב מָ֝תַ֗י תָּק֥וּם מִשְּׁנָתֶֽךָ׃ ,,תִּשְׁכָּ֑ב ,0,,,,,,,,,,,,,,
"('Proverbs', 6, 10)",589729,מְעַ֣ט שֵׁ֭נֹות מְעַ֣ט תְּנוּמֹ֑ות מְעַ֓ט׀ חִבֻּ֖ק יָדַ֣יִם לִשְׁכָּֽב׃ ,,לִשְׁכָּֽב׃ ,0,,,,,,,,,,,,,,
"('1_Samuel', 3, 5)",542116,וַיָּ֣רָץ אֶל־עֵלִ֗י וַיֹּ֤אמֶר הִנְנִי֙ כִּֽי־קָרָ֣אתָ לִּ֔י וַיֹּ֥אמֶר לֹֽא־קָרָ֖אתִי שׁ֣וּב שְׁכָ֑ב וַיֵּ֖לֶךְ וַיִּשְׁכָּֽב׃ ס ,,שְׁכָ֑ב ,0,,,,,,,,,,,,,,
"('1_Samuel', 3, 5)",542118,וַיָּ֣רָץ אֶל־עֵלִ֗י וַיֹּ֤אמֶר הִנְנִי֙ כִּֽי־קָרָ֣אתָ לִּ֔י וַיֹּ֥אמֶר לֹֽא־קָרָ֖אתִי שׁ֣וּב שְׁכָ֑ב וַיֵּ֖לֶךְ וַיִּשְׁכָּֽב׃ ס ,,וַיִּשְׁכָּֽב׃ ס ,0,,,,,,,,,,,,,,
"('2_Samuel', 13, 6)",547247,וַיִּשְׁכַּ֥ב אַמְנֹ֖ון וַיִּתְחָ֑ל וַיָּבֹ֨א הַמֶּ֜לֶךְ לִרְאֹתֹ֗ו וַיֹּ֨אמֶר אַמְנֹ֤ון אֶל־הַמֶּ֨לֶךְ֙ תָּֽבֹוא־נָ֞א תָּמָ֣ר אֲחֹתִ֗י וּתְלַבֵּ֤ב לְעֵינַי֙ שְׁתֵּ֣י לְבִבֹ֔ות וְאֶבְרֶ֖ה מִיָּדָֽהּ׃ ,"('>MNWN/', 'Amnon')",וַיִּשְׁכַּ֥ב אַמְנֹ֖ון ,0,,,,,,,,,,,,,,
"('1_Samuel', 3, 6)",542130,וַיֹּ֣סֶף יְהוָ֗ה קְרֹ֣א עֹוד֮ שְׁמוּאֵל֒ וַיָּ֤קָם שְׁמוּאֵל֙ וַיֵּ֣לֶךְ אֶל־עֵלִ֔י וַיֹּ֣אמֶר הִנְנִ֔י כִּ֥י קָרָ֖אתָ לִ֑י וַיֹּ֛אמֶר לֹֽא־קָרָ֥אתִי בְנִ֖י שׁ֥וּב שְׁכָֽב׃ ,,שְׁכָֽב׃ ,0,,,,,,,,,,,,,,
"('2_Samuel', 13, 8)",547260,וַתֵּ֣לֶךְ תָּמָ֗ר בֵּ֛ית אַמְנֹ֥ון אָחִ֖יהָ וְה֣וּא שֹׁכֵ֑ב וַתִּקַּ֨ח אֶת־הַבָּצֵ֤ק וַתָּ֨לָשׁ֙ וַתְּלַבֵּ֣ב לְעֵינָ֔יו וַתְּבַשֵּׁ֖ל אֶת־הַלְּבִבֹֽות׃ ,,וְה֣וּא שֹׁכֵ֑ב ,0,,,,,,,,,,,,,,
"('1_Samuel', 3, 9)",542145,וַיֹּ֨אמֶר עֵלִ֣י לִשְׁמוּאֵל֮ לֵ֣ךְ שְׁכָב֒ וְהָיָה֙ אִם־יִקְרָ֣א אֵלֶ֔יךָ וְאָֽמַרְתָּ֙ דַּבֵּ֣ר יְהוָ֔ה כִּ֥י שֹׁמֵ֖עַ עַבְדֶּ֑ךָ וַיֵּ֣לֶךְ שְׁמוּאֵ֔ל וַיִּשְׁכַּ֖ב בִּמְקֹומֹֽו׃ ,,שְׁכָב֒ ,0,,,,,,,,,,,,,,
"('Proverbs', 6, 22)",589763,בְּהִתְהַלֶּכְךָ֨׀ תַּנְחֶ֬ה אֹתָ֗ךְ בְּֽ֭שָׁכְבְּךָ תִּשְׁמֹ֣ר עָלֶ֑יךָ וַ֝הֲקִיצֹ֗ותָ הִ֣יא תְשִׂיחֶֽךָ׃ ,,בְּֽ֭שָׁכְבְּךָ ,0,,,,,,,,,,,,,,
"('1_Samuel', 3, 15)",542177,וַיִּשְׁכַּ֤ב שְׁמוּאֵל֙ עַד־הַבֹּ֔קֶר וַיִּפְתַּ֖ח אֶת־דַּלְתֹ֣ות בֵּית־יְהוָ֑ה וּשְׁמוּאֵ֣ל יָרֵ֔א מֵהַגִּ֥יד אֶת־הַמַּרְאָ֖ה אֶל־עֵלִֽי׃ ,,וַיִּשְׁכַּ֤ב שְׁמוּאֵל֙ עַד־הַבֹּ֔קֶר ,0,,,,,,,,,,,,,,
"('Leviticus', 15, 18)",526859,וְאִשָּׁ֕ה אֲשֶׁ֨ר יִשְׁכַּ֥ב אִ֛ישׁ אֹתָ֖הּ שִׁכְבַת־זָ֑רַע וְרָחֲצ֣וּ בַמַּ֔יִם וְטָמְא֖וּ עַד־הָעָֽרֶב׃ ,"('CKBH/', 'lying down')",אֲשֶׁ֨ר יִשְׁכַּ֥ב אִ֛ישׁ אֹתָ֖הּ שִׁכְבַת־זָ֑רַע ,2,641321,1,1,Objc,sex,אֹתָ֖הּ ָהּ,את,641322,0,1,Objc,sex.object,שִׁכְבַת,
"('Leviticus', 20, 13)",527420,וְאִ֗ישׁ אֲשֶׁ֨ר יִשְׁכַּ֤ב אֶת־זָכָר֙ מִשְׁכְּבֵ֣י אִשָּׁ֔ה תֹּועֵבָ֥ה עָשׂ֖וּ שְׁנֵיהֶ֑ם מֹ֥ות יוּמָ֖תוּ דְּמֵיהֶ֥ם בָּֽם׃ ,,אֲשֶׁ֨ר יִשְׁכַּ֤ב אֶת־זָכָר֙ מִשְׁכְּבֵ֣י אִשָּׁ֔ה ,2,642977,1,1,Objc,sex,אֶת זָכָר֙,את,642978,0,1,Adju,sex.object,מִשְׁכְּבֵ֣י,
"('Leviticus', 18, 22)",527204,וְאֶ֨ת־זָכָ֔ר לֹ֥א תִשְׁכַּ֖ב מִשְׁכְּבֵ֣י אִשָּׁ֑ה תֹּועֵבָ֖ה הִֽוא׃ ,,וְאֶ֨ת־זָכָ֔ר לֹ֥א תִשְׁכַּ֖ב מִשְׁכְּבֵ֣י אִשָּׁ֑ה ,2,642336,1,1,Objc,sex,אֶ֨ת זָכָ֔ר,את,642339,0,1,Adju,sex.object,מִשְׁכְּבֵ֣י,
"('Leviticus', 19, 20)",527307,וְ֠אִישׁ כִּֽי־יִשְׁכַּ֨ב אֶת־אִשָּׁ֜ה שִׁכְבַת־זֶ֗רַע וְהִ֤וא שִׁפְחָה֙ נֶחֱרֶ֣פֶת לְאִ֔ישׁ וְהָפְדֵּה֙ לֹ֣א נִפְדָּ֔תָה אֹ֥ו חֻפְשָׁ֖ה לֹ֣א נִתַּן־לָ֑הּ בִּקֹּ֧רֶת תִּהְיֶ֛ה לֹ֥א יוּמְת֖וּ כִּי־לֹ֥א חֻפָּֽשָׁה׃ ,"('CKBH/', 'lying down')",כִּֽי־יִשְׁכַּ֨ב אֶת־אִשָּׁ֜ה שִׁכְבַת־זֶ֗רַע ,2,642641,1,1,Objc,sex,אֶת אִשָּׁ֜ה,את,642642,0,1,Adju,sex.object,שִׁכְבַת,
"('Numbers', 5, 13)",528881,וְשָׁכַ֨ב אִ֣ישׁ אֹתָהּ֮ שִׁכְבַת־זֶרַע֒ וְנֶעְלַם֙ מֵעֵינֵ֣י אִישָׁ֔הּ וְנִסְתְּרָ֖ה וְהִ֣יא נִטְמָ֑אָה וְעֵד֙ אֵ֣ין בָּ֔הּ וְהִ֖וא לֹ֥א נִתְפָּֽשָׂה׃ ,"('CKBH/', 'lying down')",וְשָׁכַ֨ב אִ֣ישׁ אֹתָהּ֮ שִׁכְבַת־זֶרַע֒ ,2,647219,1,1,Objc,sex,אֹתָהּ֮ ָהּ,את,647220,0,1,Objc,sex.object,שִׁכְבַת,
"('Job', 40, 21)",589195,תַּֽחַת־צֶֽאֱלִ֥ים יִשְׁכָּ֑ב בְּסֵ֖תֶר קָנֶ֣ה וּבִצָּֽה׃ ,"('Y>LJM/', 'lotus')
 ('BYH/', 'marshland')",תַּֽחַת־צֶֽאֱלִ֥ים יִשְׁכָּ֑ב בְּסֵ֖תֶר קָנֶ֣ה וּבִצָּֽה׃ ,2,814486,1,1,Loca,literal.prepSpatial,תַּֽחַת צֶֽאֱלִ֥ים,תחת,814488,1,1,Loca,literal.prepSpatial,בְּ סֵ֖תֶר,ב
"('Leviticus', 15, 20)",526870,וְכֹל֩ אֲשֶׁ֨ר תִּשְׁכַּ֥ב עָלָ֛יו בְּנִדָּתָ֖הּ יִטְמָ֑א וְכֹ֛ל אֲשֶׁר־תֵּשֵׁ֥ב עָלָ֖יו יִטְמָֽא׃ ,,אֲשֶׁ֨ר תִּשְׁכַּ֥ב עָלָ֛יו בְּנִדָּתָ֖הּ ,2,641352,1,1,Cmpl,literal.prepSpatial,עָלָ֛יו ו,על,641353,1,1,Adju,literal.prepSpatial,בְּ נִדָּתָ֖הּ,ב
"('2_Samuel', 12, 11)",547101,כֹּ֣ה׀ אָמַ֣ר יְהוָ֗ה הִנְנִי֩ מֵקִ֨ים עָלֶ֤יךָ רָעָה֙ מִבֵּיתֶ֔ךָ וְלָקַחְתִּ֤י אֶת־נָשֶׁ֨יךָ֙ לְעֵינֶ֔יךָ וְנָתַתִּ֖י לְרֵעֶ֑יךָ וְשָׁכַב֙ עִם־נָשֶׁ֔יךָ לְעֵינֵ֖י הַשֶּׁ֥מֶשׁ הַזֹּֽאת׃ ,,וְשָׁכַב֙ עִם־נָשֶׁ֔יךָ לְעֵינֵ֖י הַשֶּׁ֥מֶשׁ הַזֹּֽאת׃ ,2,701087,1,1,Cmpl,sex,עִם נָשֶׁ֔יךָ,עמ,701088,1,1,Adju,literal.prepSpatial,לְ עֵינֵ֖י,ל
"('Genesis', 30, 15)",517872,וַתֹּ֣אמֶר לָ֗הּ הַמְעַט֙ קַחְתֵּ֣ךְ אֶת־אִישִׁ֔י וְלָקַ֕חַת גַּ֥ם אֶת־דּוּדָאֵ֖י בְּנִ֑י וַתֹּ֣אמֶר רָחֵ֗ל לָכֵן֙ יִשְׁכַּ֤ב עִמָּךְ֙ הַלַּ֔יְלָה תַּ֖חַת דּוּדָאֵ֥י בְנֵֽךְ׃ ,"('DWDJ=/', 'mandrake')",לָכֵן֙ יִשְׁכַּ֤ב עִמָּךְ֙ הַלַּ֔יְלָה תַּ֖חַת דּוּדָאֵ֥י בְנֵֽךְ׃ ,2,614831,1,1,Cmpl,sex,עִמָּךְ֙ ָכְ,עמ,614833,1,1,Adju,literal.prepSpatial,תַּ֖חַת דּוּדָאֵ֥י,תחת
"('Lamentations', 2, 21)",594029,שָׁכְב֨וּ לָאָ֤רֶץ חוּצֹות֙ נַ֣עַר וְזָקֵ֔ן בְּתוּלֹתַ֥י וּבַחוּרַ֖י נָפְל֣וּ בֶחָ֑רֶב הָרַ֨גְתָּ֙ בְּיֹ֣ום אַפֶּ֔ךָ טָבַ֖חְתָּ לֹ֥א חָמָֽלְתָּ׃ ס ,,שָׁכְב֨וּ לָאָ֤רֶץ חוּצֹות֙ נַ֣עַר וְזָקֵ֔ן ,2,826805,1,1,Cmpl,literal.manner,לָ אָ֤רֶץ,ל,826806,0,1,Loca,literal.unknown,חוּצֹות֙,
"('Job', 20, 11)",587742,עַ֭צְמֹותָיו מָלְא֣וּ עֲלוּמָ֑יו וְ֝עִמֹּ֗ו עַל־עָפָ֥ר תִּשְׁכָּֽב׃ ,,וְ֝עִמֹּ֗ו עַל־עָפָ֥ר תִּשְׁכָּֽב׃ ,2,810446,1,1,Adju,literal.withEntity,עִמֹּ֗ו ֹו,עמ,810447,1,1,Cmpl,literal.prepSpatial,עַל עָפָ֥ר,על
"('Isaiah', 51, 20)",560877,בָּנַ֜יִךְ עֻלְּפ֥וּ שָׁכְב֛וּ בְּרֹ֥אשׁ כָּל־חוּצֹ֖ות כְּתֹ֣וא מִכְמָ֑ר הַֽמְלֵאִ֥ים חֲמַת־יְהוָ֖ה גַּעֲרַ֥ת אֱלֹהָֽיִךְ׃ ,"('T>W/', 'wild sheep')
 ('MKMR/', 'net')",שָׁכְב֛וּ בְּרֹ֥אשׁ כָּל־חוּצֹ֖ות כְּתֹ֣וא מִכְמָ֑ר ,2,739561,1,1,Loca,literal.manner,בְּ רֹ֥אשׁ,ב,739562,1,1,Adju,literal.manner,כְּ תֹ֣וא,כ
"('2_Samuel', 11, 13)",546977,וַיִּקְרָא־לֹ֣ו דָוִ֗ד וַיֹּ֧אכַל לְפָנָ֛יו וַיֵּ֖שְׁתְּ וַֽיְשַׁכְּרֵ֑הוּ וַיֵּצֵ֣א בָעֶ֗רֶב לִשְׁכַּ֤ב בְּמִשְׁכָּבֹו֙ עִם־עַבְדֵ֣י אֲדֹנָ֔יו וְאֶל־בֵּיתֹ֖ו לֹ֥א יָרָֽד׃ ,,לִשְׁכַּ֤ב בְּמִשְׁכָּבֹו֙ עִם־עַבְדֵ֣י אֲדֹנָ֔יו ,2,700702,1,1,Cmpl,literal.prepSpatial,בְּ מִשְׁכָּבֹו֙,ב,700703,1,1,Adju,literal.withEntity,עִם עַבְדֵ֣י,עמ
"('2_Samuel', 11, 9)",546951,וַיִּשְׁכַּ֣ב אוּרִיָּ֗ה פֶּ֚תַח בֵּ֣ית הַמֶּ֔לֶךְ אֵ֖ת כָּל־עַבְדֵ֣י אֲדֹנָ֑יו וְלֹ֥א יָרַ֖ד אֶל־בֵּיתֹֽו׃ ,,וַיִּשְׁכַּ֣ב אוּרִיָּ֗ה פֶּ֚תַח בֵּ֣ית הַמֶּ֔לֶךְ אֵ֖ת כָּל־עַבְדֵ֣י אֲדֹנָ֑יו ,2,700620,0,1,Cmpl,literal.unknown,פֶּ֚תַח,,700621,1,1,Adju,literal.withEntity,אֵ֖ת כָּל,את
"('Genesis', 26, 10)",517244,וַיֹּ֣אמֶר אֲבִימֶ֔לֶךְ מַה־זֹּ֖את עָשִׂ֣יתָ לָּ֑נוּ כִּ֠מְעַט שָׁכַ֞ב אַחַ֤ד הָעָם֙ אֶת־אִשְׁתֶּ֔ךָ וְהֵבֵאתָ֥ עָלֵ֖ינוּ אָשָֽׁם׃ ,,כִּ֠מְעַט שָׁכַ֞ב אַחַ֤ד הָעָם֙ אֶת־אִשְׁתֶּ֔ךָ ,2,612955,1,1,Adju,literal.manner,כִּ֠ מְעַט,כ,612958,1,1,Cmpl,sex,אֶת אִשְׁתֶּ֔ךָ,את
